fecha,irradiancia_wm2,H_sun,temp_2m,WS10m,Int
2023-01-18 04:10:00+00:00,0.0,0.0,10.72,7.66,0.0
2023-01-18 05:10:00+00:00,0.0,0.0,10.2,8.28,0.0
2023-01-18 06:10:00+00:00,0.0,0.0,9.8,8.9,0.0
2023-01-18 07:10:00+00:00,0.0,0.0,9.56,9.38,0.0
2023-01-18 08:10:00+00:00,118.01,8.27,9.57,9.31,0.0
2023-01-18 09:10:00+00:00,279.01,17.28,10.06,9.31,0.0
2023-01-18 10:10:00+00:00,419.01,24.52,11.12,10.14,0.0
2023-01-18 11:10:00+00:00,484.01,29.33,12.01,10.28,0.0
2023-01-18 12:10:00+00:00,538.01,31.1,12.92,9.24,0.0
2023-01-18 13:10:00+00:00,503.01,29.55,13.48,8.76,0.0
2023-01-18 14:10:00+00:00,432.01,24.92,13.75,8.76,0.0
2023-01-18 15:10:00+00:00,297.01,17.81,13.84,8.69,0.0
2023-01-18 16:10:00+00:00,129.01,8.91,13.61,8.62,0.0
2023-01-18 17:10:00+00:00,0.0,0.0,13.07,7.93,0.0
2023-01-18 18:10:00+00:00,0.0,0.0,12.58,7.93,0.0
2023-01-18 19:10:00+00:00,0.0,0.0,12.1,8.28,0.0
2023-01-18 20:10:00+00:00,0.0,0.0,11.58,8.14,0.0
2023-01-18 21:10:00+00:00,0.0,0.0,11.05,8.0,0.0
2023-01-18 22:10:00+00:00,0.0,0.0,10.79,6.9,0.0
2023-01-18 23:10:00+00:00,0.0,0.0,10.61,7.38,0.0
2023-01-19 00:10:00+00:00,0.0,0.0,10.37,7.38,0.0
2023-01-19 01:10:00+00:00,0.0,0.0,9.97,7.24,0.0
2023-01-19 02:10:00+00:00,0.0,0.0,9.66,7.45,0.0
2023-01-19 03:10:00+00:00,0.0,0.0,9.41,7.86,0.0
2023-01-19 04:10:00+00:00,0.0,0.0,9.24,7.86,0.0
2023-01-19 05:10:00+00:00,0.0,0.0,8.96,8.07,0.0
2023-01-19 06:10:00+00:00,0.0,0.0,8.79,8.34,0.0
2023-01-19 07:10:00+00:00,0.0,0.0,8.63,8.41,0.0
2023-01-19 08:10:00+00:00,121.01,8.37,8.82,8.14,0.0
2023-01-19 09:10:00+00:00,285.01,17.4,9.68,7.79,0.0
2023-01-19 10:10:00+00:00,428.01,24.67,11.5,6.97,0.0
2023-01-19 11:10:00+00:00,506.01,29.52,12.67,7.59,0.0
2023-01-19 12:10:00+00:00,538.01,31.31,13.52,7.93,0.0
2023-01-19 13:10:00+00:00,507.01,29.77,14.19,7.79,0.0
2023-01-19 14:10:00+00:00,428.01,25.14,14.66,7.52,0.0
2023-01-19 15:10:00+00:00,293.01,18.02,14.86,7.66,0.0
2023-01-19 16:10:00+00:00,132.01,9.11,14.77,7.66,0.0
2023-01-19 17:10:00+00:00,0.0,0.0,13.99,7.24,0.0
2023-01-19 18:10:00+00:00,0.0,0.0,13.37,7.72,0.0
2023-01-19 19:10:00+00:00,0.0,0.0,12.59,7.93,0.0
2023-01-19 20:10:00+00:00,0.0,0.0,12.03,7.59,0.0
2023-01-19 21:10:00+00:00,0.0,0.0,11.65,7.59,0.0
2023-01-19 22:10:00+00:00,0.0,0.0,11.81,5.93,0.0
2023-01-19 23:10:00+00:00,0.0,0.0,12.2,6.14,0.0
2023-01-20 00:10:00+00:00,0.0,0.0,12.51,6.69,0.0
2023-01-20 01:10:00+00:00,0.0,0.0,12.74,6.69,0.0
2023-01-20 02:10:00+00:00,0.0,0.0,13.0,6.34,0.0
2023-01-20 03:10:00+00:00,0.0,0.0,13.33,6.34,0.0
2023-01-20 04:10:00+00:00,0.0,0.0,13.29,6.28,0.0
2023-01-20 05:10:00+00:00,0.0,0.0,13.3,6.07,0.0
2023-01-20 06:10:00+00:00,0.0,0.0,13.27,5.66,0.0
2023-01-20 07:10:00+00:00,0.0,0.0,13.05,5.03,0.0
2023-01-20 08:10:00+00:00,106.0,8.48,13.75,4.69,0.0
2023-01-20 09:10:00+00:00,240.01,17.53,14.96,4.14,0.0
2023-01-20 10:10:00+00:00,390.01,24.83,16.43,4.28,0.0
2023-01-20 11:10:00+00:00,504.01,29.71,17.3,4.0,0.0
2023-01-20 12:10:00+00:00,524.01,31.52,17.83,3.59,0.0
2023-01-20 13:10:00+00:00,442.01,29.99,18.02,2.62,0.0
2023-01-20 14:10:00+00:00,418.01,25.36,18.14,1.66,0.0
2023-01-20 15:10:00+00:00,191.0,18.24,17.57,3.03,0.0
2023-01-20 16:10:00+00:00,105.0,9.31,16.47,5.24,0.0
2023-01-20 17:10:00+00:00,0.0,0.0,14.87,5.38,0.0
2023-01-20 18:10:00+00:00,0.0,0.0,13.5,4.62,0.0
2023-01-20 19:10:00+00:00,0.0,0.0,12.97,3.66,0.0
2023-01-20 20:10:00+00:00,0.0,0.0,12.44,2.41,0.0
2023-01-20 21:10:00+00:00,0.0,0.0,11.88,1.52,0.0
2023-01-20 22:10:00+00:00,0.0,0.0,12.04,1.17,0.0
2023-01-20 23:10:00+00:00,0.0,0.0,11.48,1.59,0.0
2023-01-21 00:10:00+00:00,0.0,0.0,11.3,2.14,0.0
2023-01-21 01:10:00+00:00,0.0,0.0,10.95,2.07,0.0
2023-01-21 02:10:00+00:00,0.0,0.0,10.88,2.34,0.0
2023-01-21 03:10:00+00:00,0.0,0.0,10.69,2.48,0.0
2023-01-21 04:10:00+00:00,0.0,0.0,10.54,2.48,0.0
2023-01-21 05:10:00+00:00,0.0,0.0,10.38,2.55,0.0
2023-01-21 06:10:00+00:00,0.0,0.0,10.38,2.28,0.0
2023-01-21 07:10:00+00:00,0.0,0.0,10.29,2.21,0.0
2023-01-21 08:10:00+00:00,119.01,8.59,10.71,2.14,0.0
2023-01-21 09:10:00+00:00,284.01,17.67,12.09,1.93,0.0
2023-01-21 10:10:00+00:00,421.01,25.0,13.46,1.79,0.0
2023-01-21 11:10:00+00:00,516.01,29.9,13.96,2.83,0.0
2023-01-21 12:10:00+00:00,549.01,31.74,14.12,4.07,0.0
2023-01-21 13:10:00+00:00,510.01,30.22,14.05,4.62,0.0
2023-01-21 14:10:00+00:00,435.01,25.59,14.05,4.9,0.0
2023-01-21 15:10:00+00:00,298.01,18.46,13.71,4.76,0.0
2023-01-21 16:10:00+00:00,136.01,9.52,13.44,4.21,0.0
2023-01-21 17:10:00+00:00,0.0,0.0,12.79,3.17,0.0
2023-01-21 18:10:00+00:00,0.0,0.0,11.87,2.0,0.0
2023-01-21 19:10:00+00:00,0.0,0.0,11.16,0.62,0.0
2023-01-21 20:10:00+00:00,0.0,0.0,10.5,1.17,0.0
2023-01-21 21:10:00+00:00,0.0,0.0,10.04,1.79,0.0
2023-01-21 22:10:00+00:00,0.0,0.0,9.44,2.14,0.0
2023-01-21 23:10:00+00:00,0.0,0.0,9.22,3.31,0.0
2023-01-22 00:10:00+00:00,0.0,0.0,9.25,4.62,0.0
2023-01-22 01:10:00+00:00,0.0,0.0,8.91,5.24,0.0
2023-01-22 02:10:00+00:00,0.0,0.0,8.36,5.24,0.0
2023-01-22 03:10:00+00:00,0.0,0.0,7.75,5.1,0.0
2023-01-22 04:10:00+00:00,0.0,0.0,7.49,4.9,0.0
2023-01-22 05:10:00+00:00,0.0,0.0,7.0,4.41,0.0
2023-01-22 06:10:00+00:00,0.0,0.0,6.75,4.07,0.0
2023-01-22 07:10:00+00:00,0.0,0.0,6.61,3.86,0.0
2023-01-22 08:10:00+00:00,128.01,8.71,6.58,3.52,0.0
2023-01-22 09:10:00+00:00,301.01,17.81,7.78,3.38,0.0
2023-01-22 10:10:00+00:00,444.01,25.17,9.23,2.21,0.0
2023-01-22 11:10:00+00:00,543.02,30.1,10.0,1.31,0.0
2023-01-22 12:10:00+00:00,572.02,31.96,10.58,0.28,0.0
2023-01-22 13:10:00+00:00,543.01,30.45,11.16,0.62,0.0
2023-01-22 14:10:00+00:00,460.01,25.82,11.64,1.1,0.0
2023-01-22 15:10:00+00:00,321.01,18.68,11.65,1.72,0.0
2023-01-22 16:10:00+00:00,146.01,9.73,11.23,2.9,0.0
2023-01-22 17:10:00+00:00,0.0,0.0,10.33,3.79,0.0
2023-01-22 18:10:00+00:00,0.0,0.0,9.33,4.0,0.0
2023-01-22 19:10:00+00:00,0.0,0.0,8.81,4.21,0.0
2023-01-22 20:10:00+00:00,0.0,0.0,8.27,4.21,0.0
2023-01-22 21:10:00+00:00,0.0,0.0,8.09,3.93,0.0
2023-01-22 22:10:00+00:00,0.0,0.0,8.06,4.07,0.0
2023-01-22 23:10:00+00:00,0.0,0.0,7.87,3.38,0.0
2023-01-23 00:10:00+00:00,0.0,0.0,7.88,2.69,0.0
2023-01-23 01:10:00+00:00,0.0,0.0,7.75,3.17,0.0
2023-01-23 02:10:00+00:00,0.0,0.0,7.58,4.21,0.0
2023-01-23 03:10:00+00:00,0.0,0.0,7.24,4.83,0.0
2023-01-23 04:10:00+00:00,0.0,0.0,7.05,5.03,0.0
2023-01-23 05:10:00+00:00,0.0,0.0,6.62,5.03,0.0
2023-01-23 06:10:00+00:00,0.0,0.0,6.39,4.97,0.0
2023-01-23 07:10:00+00:00,0.0,0.0,6.22,4.69,0.0
2023-01-23 08:10:00+00:00,127.01,8.83,6.63,4.76,0.0
2023-01-23 09:10:00+00:00,297.01,17.96,7.84,4.9,0.0
2023-01-23 10:10:00+00:00,438.01,25.35,9.5,4.21,0.0
2023-01-23 11:10:00+00:00,527.01,30.31,10.17,3.79,0.0
2023-01-23 12:10:00+00:00,567.02,32.19,10.63,3.45,0.0
2023-01-23 13:10:00+00:00,539.01,30.69,11.05,3.17,0.0
2023-01-23 14:10:00+00:00,452.01,26.06,11.39,3.52,0.0
2023-01-23 15:10:00+00:00,316.01,18.91,10.98,4.14,0.0
2023-01-23 16:10:00+00:00,141.01,9.94,10.39,5.03,0.0
2023-01-23 17:10:00+00:00,0.0,0.0,9.5,5.38,0.0
2023-01-23 18:10:00+00:00,0.0,0.0,8.97,5.03,0.0
2023-01-23 19:10:00+00:00,0.0,0.0,8.74,4.41,0.0
2023-01-23 20:10:00+00:00,0.0,0.0,8.36,3.93,0.0
2023-01-23 21:10:00+00:00,0.0,0.0,7.72,3.59,0.0
2023-01-23 22:10:00+00:00,0.0,0.0,7.35,2.9,0.0
2023-01-23 23:10:00+00:00,0.0,0.0,7.11,2.76,0.0
2023-01-24 00:10:00+00:00,0.0,0.0,6.88,2.41,0.0
2023-01-24 01:10:00+00:00,0.0,0.0,6.84,2.83,0.0
2023-01-24 02:10:00+00:00,0.0,0.0,6.87,3.45,0.0
2023-01-24 03:10:00+00:00,0.0,0.0,6.44,3.59,0.0
2023-01-24 04:10:00+00:00,0.0,0.0,6.27,3.59,0.0
2023-01-24 05:10:00+00:00,0.0,0.0,6.12,3.72,0.0
2023-01-24 06:10:00+00:00,0.0,0.0,6.2,3.93,0.0
2023-01-24 07:10:00+00:00,0.0,0.0,6.17,3.79,0.0
2023-01-24 08:10:00+00:00,12.0,8.96,6.46,4.07,0.0
2023-01-24 09:10:00+00:00,157.0,18.12,7.56,4.34,0.0
2023-01-24 10:10:00+00:00,280.0,25.54,9.13,5.38,0.0
2023-01-24 11:10:00+00:00,476.01,30.53,9.68,5.59,0.0
2023-01-24 12:10:00+00:00,395.01,32.43,9.79,5.66,0.0
2023-01-24 13:10:00+00:00,233.0,30.94,9.92,5.59,0.0
2023-01-24 14:10:00+00:00,291.0,26.3,10.13,5.52,0.0
2023-01-24 15:10:00+00:00,263.01,19.14,10.09,5.59,0.0
2023-01-24 16:10:00+00:00,118.0,10.16,9.95,6.0,0.0
2023-01-24 17:10:00+00:00,0.0,0.0,9.64,6.28,0.0
2023-01-24 18:10:00+00:00,0.0,0.0,9.37,6.34,0.0
2023-01-24 19:10:00+00:00,0.0,0.0,9.16,6.14,0.0
2023-01-24 20:10:00+00:00,0.0,0.0,8.92,6.07,0.0
2023-01-24 21:10:00+00:00,0.0,0.0,8.87,6.14,0.0
2023-01-24 22:10:00+00:00,0.0,0.0,8.64,4.83,0.0
2023-01-24 23:10:00+00:00,0.0,0.0,8.31,4.48,0.0
2023-01-25 00:10:00+00:00,0.0,0.0,7.96,4.62,0.0
2023-01-25 01:10:00+00:00,0.0,0.0,7.69,4.97,0.0
2023-01-25 02:10:00+00:00,0.0,0.0,7.44,5.24,0.0
2023-01-25 03:10:00+00:00,0.0,0.0,7.41,5.38,0.0
2023-01-25 04:10:00+00:00,0.0,0.0,7.32,5.59,0.0
2023-01-25 05:10:00+00:00,0.0,0.0,7.09,5.59,0.0
2023-01-25 06:10:00+00:00,0.0,0.0,7.32,5.59,0.0
2023-01-25 07:10:00+00:00,0.0,0.0,7.42,5.52,0.0
2023-01-25 08:10:00+00:00,105.0,9.09,7.96,5.66,0.0
2023-01-25 09:10:00+00:00,114.0,18.28,8.97,5.79,0.0
2023-01-25 10:10:00+00:00,299.0,25.73,10.19,5.93,0.0
2023-01-25 11:10:00+00:00,453.01,30.75,11.13,6.41,0.0
2023-01-25 12:10:00+00:00,404.01,32.67,11.74,7.1,0.0
2023-01-25 13:10:00+00:00,355.0,31.19,12.4,7.59,0.0
2023-01-25 14:10:00+00:00,277.0,26.55,12.96,7.59,0.0
2023-01-25 15:10:00+00:00,179.0,19.37,12.95,7.79,0.0
2023-01-25 16:10:00+00:00,106.0,10.38,12.92,7.03,0.0
2023-01-25 17:10:00+00:00,0.0,0.0,12.63,5.59,0.0
2023-01-25 18:10:00+00:00,0.0,0.0,11.85,3.86,0.0
2023-01-25 19:10:00+00:00,0.0,0.0,10.96,2.62,0.0
2023-01-25 20:10:00+00:00,0.0,0.0,10.32,2.07,0.0
2023-01-25 21:10:00+00:00,0.0,0.0,9.46,2.0,0.0
2023-01-25 22:10:00+00:00,0.0,0.0,9.28,3.1,0.0
2023-01-25 23:10:00+00:00,0.0,0.0,8.9,2.83,0.0
2023-01-26 00:10:00+00:00,0.0,0.0,8.55,2.83,0.0
2023-01-26 01:10:00+00:00,0.0,0.0,8.17,3.1,0.0
2023-01-26 02:10:00+00:00,0.0,0.0,7.79,3.59,0.0
2023-01-26 03:10:00+00:00,0.0,0.0,7.67,4.07,0.0
2023-01-26 04:10:00+00:00,0.0,0.0,7.5,3.72,0.0
2023-01-26 05:10:00+00:00,0.0,0.0,7.32,3.72,0.0
2023-01-26 06:10:00+00:00,0.0,0.0,7.29,3.93,0.0
2023-01-26 07:10:00+00:00,0.0,0.0,7.3,4.07,0.0
2023-01-26 08:10:00+00:00,131.01,9.23,7.65,4.0,0.0
2023-01-26 09:10:00+00:00,301.01,18.44,8.61,3.79,0.0
2023-01-26 10:10:00+00:00,442.01,25.93,10.45,2.9,0.0
2023-01-26 11:10:00+00:00,541.01,30.98,11.54,2.62,0.0
2023-01-26 12:10:00+00:00,576.01,32.92,11.87,2.0,0.0
2023-01-26 13:10:00+00:00,546.01,31.45,12.17,0.62,0.0
2023-01-26 14:10:00+00:00,462.01,26.8,12.03,1.45,0.0
2023-01-26 15:10:00+00:00,325.01,19.61,11.8,2.55,0.0
2023-01-26 16:10:00+00:00,155.01,10.6,11.35,3.52,0.0
2023-01-26 17:10:00+00:00,0.0,0.0,10.77,3.79,0.0
2023-01-26 18:10:00+00:00,0.0,0.0,10.33,3.38,0.0
2023-01-26 19:10:00+00:00,0.0,0.0,9.6,2.48,0.0
2023-01-26 20:10:00+00:00,0.0,0.0,9.22,1.52,0.0
2023-01-26 21:10:00+00:00,0.0,0.0,8.59,1.1,0.0
2023-01-26 22:10:00+00:00,0.0,0.0,9.29,1.17,0.0
2023-01-26 23:10:00+00:00,0.0,0.0,8.68,1.59,0.0
2023-01-27 00:10:00+00:00,0.0,0.0,8.13,1.72,0.0
2023-01-27 01:10:00+00:00,0.0,0.0,7.92,1.93,0.0
2023-01-27 02:10:00+00:00,0.0,0.0,7.34,2.41,0.0
2023-01-27 03:10:00+00:00,0.0,0.0,7.13,2.83,0.0
2023-01-27 04:10:00+00:00,0.0,0.0,6.87,3.17,0.0
2023-01-27 05:10:00+00:00,0.0,0.0,6.83,3.31,0.0
2023-01-27 06:10:00+00:00,0.0,0.0,6.74,3.17,0.0
2023-01-27 07:10:00+00:00,0.0,0.0,6.47,2.97,0.0
2023-01-27 08:10:00+00:00,136.01,9.38,6.85,3.1,0.0
2023-01-27 09:10:00+00:00,304.01,18.62,8.47,2.97,0.0
2023-01-27 10:10:00+00:00,446.01,26.13,10.62,1.86,0.0
2023-01-27 11:10:00+00:00,545.01,31.21,11.78,0.48,0.0
2023-01-27 12:10:00+00:00,580.01,33.18,12.26,1.17,0.0
2023-01-27 13:10:00+00:00,544.01,31.71,12.58,2.0,0.0
2023-01-27 14:10:00+00:00,464.01,27.05,12.69,2.55,0.0
2023-01-27 15:10:00+00:00,334.01,19.85,12.64,3.1,0.0
2023-01-27 16:10:00+00:00,160.01,10.82,12.39,3.86,0.0
2023-01-27 17:10:00+00:00,0.0,0.0,11.52,4.07,0.0
2023-01-27 18:10:00+00:00,0.0,0.0,10.57,3.66,0.0
2023-01-27 19:10:00+00:00,0.0,0.0,9.9,3.24,0.0
2023-01-27 20:10:00+00:00,0.0,0.0,9.83,3.03,0.0
2023-01-27 21:10:00+00:00,0.0,0.0,9.64,2.69,0.0
2023-01-27 22:10:00+00:00,0.0,0.0,9.83,2.0,0.0
2023-01-27 23:10:00+00:00,0.0,0.0,9.72,1.79,0.0
2023-01-28 00:10:00+00:00,0.0,0.0,9.65,2.21,0.0
2023-01-28 01:10:00+00:00,0.0,0.0,8.96,2.48,0.0
2023-01-28 02:10:00+00:00,0.0,0.0,8.17,2.83,0.0
2023-01-28 03:10:00+00:00,0.0,0.0,8.16,2.62,0.0
2023-01-28 04:10:00+00:00,0.0,0.0,7.86,2.41,0.0
2023-01-28 05:10:00+00:00,0.0,0.0,7.36,2.48,0.0
2023-01-28 06:10:00+00:00,0.0,0.0,7.28,2.83,0.0
2023-01-28 07:10:00+00:00,0.0,0.0,6.95,2.9,0.0
2023-01-28 08:10:00+00:00,136.01,9.53,6.98,3.1,0.0
2023-01-28 09:10:00+00:00,305.01,18.8,8.39,2.62,0.0
2023-01-28 10:10:00+00:00,444.01,26.34,10.11,1.66,0.0
2023-01-28 11:10:00+00:00,545.01,31.45,11.13,0.97,0.0
2023-01-28 12:10:00+00:00,574.01,33.44,11.76,0.62,0.0
2023-01-28 13:10:00+00:00,551.01,31.97,12.34,1.38,0.0
2023-01-28 14:10:00+00:00,462.01,27.31,12.64,2.55,0.0
2023-01-28 15:10:00+00:00,333.01,20.09,12.59,3.24,0.0
2023-01-28 16:10:00+00:00,161.01,11.05,12.22,3.66,0.0
2023-01-28 17:10:00+00:00,0.0,0.0,11.53,3.59,0.0
2023-01-28 18:10:00+00:00,0.0,0.0,10.43,2.9,0.0
2023-01-28 19:10:00+00:00,0.0,0.0,9.75,2.28,0.0
2023-01-28 20:10:00+00:00,0.0,0.0,9.35,1.66,0.0
2023-01-28 21:10:00+00:00,0.0,0.0,8.91,1.52,0.0
2023-01-28 22:10:00+00:00,0.0,0.0,8.58,0.62,0.0
2023-01-28 23:10:00+00:00,0.0,0.0,8.22,1.31,0.0
2023-01-29 00:10:00+00:00,0.0,0.0,8.03,1.31,0.0
2023-01-29 01:10:00+00:00,0.0,0.0,7.51,1.59,0.0
2023-01-29 02:10:00+00:00,0.0,0.0,6.98,1.86,0.0
2023-01-29 03:10:00+00:00,0.0,0.0,6.51,2.48,0.0
2023-01-29 04:10:00+00:00,0.0,0.0,6.32,2.41,0.0
2023-01-29 05:10:00+00:00,0.0,0.0,6.4,2.62,0.0
2023-01-29 06:10:00+00:00,0.0,0.0,6.45,2.9,0.0
2023-01-29 07:10:00+00:00,0.0,0.0,6.31,3.1,0.0
2023-01-29 08:10:00+00:00,139.01,9.69,6.98,3.38,0.0
2023-01-29 09:10:00+00:00,308.01,18.98,8.12,3.86,0.0
2023-01-29 10:10:00+00:00,432.01,26.56,9.77,3.17,0.0
2023-01-29 11:10:00+00:00,461.01,31.69,10.53,3.52,0.0
2023-01-29 12:10:00+00:00,195.0,33.7,10.69,3.79,0.0
2023-01-29 13:10:00+00:00,262.0,32.24,10.74,4.14,0.0
2023-01-29 14:10:00+00:00,286.0,27.57,10.61,4.83,0.0
2023-01-29 15:10:00+00:00,285.01,20.34,10.34,6.0,0.0
2023-01-29 16:10:00+00:00,121.0,11.28,10.17,6.14,0.0
2023-01-29 17:10:00+00:00,0.0,0.0,9.86,5.66,0.0
2023-01-29 18:10:00+00:00,0.0,0.0,9.79,5.17,0.0
2023-01-29 19:10:00+00:00,0.0,0.0,9.75,5.17,0.0
2023-01-29 20:10:00+00:00,0.0,0.0,9.61,4.9,0.0
2023-01-29 21:10:00+00:00,0.0,0.0,9.31,4.62,0.0
2023-01-29 22:10:00+00:00,0.0,0.0,8.79,3.66,0.0
2023-01-29 23:10:00+00:00,0.0,0.0,8.47,3.93,0.0
2023-01-30 00:10:00+00:00,0.0,0.0,8.08,3.93,0.0
2023-01-30 01:10:00+00:00,0.0,0.0,7.81,3.59,0.0
2023-01-30 02:10:00+00:00,0.0,0.0,7.49,3.52,0.0
2023-01-30 03:10:00+00:00,0.0,0.0,6.86,3.72,0.0
2023-01-30 04:10:00+00:00,0.0,0.0,6.63,3.79,0.0
2023-01-30 05:10:00+00:00,0.0,0.0,6.37,3.93,0.0
2023-01-30 06:10:00+00:00,0.0,0.0,6.08,4.21,0.0
2023-01-30 07:10:00+00:00,0.0,0.0,5.9,4.41,0.0
2023-01-30 08:10:00+00:00,143.01,9.85,6.4,4.55,0.0
2023-01-30 09:10:00+00:00,315.01,19.17,7.96,4.28,0.0
2023-01-30 10:10:00+00:00,464.01,26.78,10.55,3.24,0.0
2023-01-30 11:10:00+00:00,553.01,31.95,11.78,2.34,0.0
2023-01-30 12:10:00+00:00,586.01,33.97,12.58,1.45,0.0
2023-01-30 13:10:00+00:00,563.01,32.52,12.91,1.03,0.0
2023-01-30 14:10:00+00:00,477.01,27.83,13.19,2.07,0.0
2023-01-30 15:10:00+00:00,344.01,20.58,12.95,3.1,0.0
2023-01-30 16:10:00+00:00,171.01,11.5,12.69,3.38,0.0
2023-01-30 17:10:00+00:00,0.0,0.0,12.13,3.59,0.0
2023-01-30 18:10:00+00:00,0.0,0.0,10.92,3.52,0.0
2023-01-30 19:10:00+00:00,0.0,0.0,10.15,3.1,0.0
2023-01-30 20:10:00+00:00,0.0,0.0,9.82,3.03,0.0
2023-01-30 21:10:00+00:00,0.0,0.0,9.37,3.1,0.0
2023-01-30 22:10:00+00:00,0.0,0.0,8.95,3.1,0.0
2023-01-30 23:10:00+00:00,0.0,0.0,8.87,3.17,0.0
2023-01-31 00:10:00+00:00,0.0,0.0,8.75,3.31,0.0
2023-01-31 01:10:00+00:00,0.0,0.0,8.45,3.52,0.0
2023-01-31 02:10:00+00:00,0.0,0.0,8.07,3.45,0.0
2023-01-31 03:10:00+00:00,0.0,0.0,7.68,3.31,0.0
2023-01-31 04:10:00+00:00,0.0,0.0,7.39,3.24,0.0
2023-01-31 05:10:00+00:00,0.0,0.0,6.99,3.24,0.0
2023-01-31 06:10:00+00:00,0.0,0.0,6.67,3.24,0.0
2023-01-31 07:10:00+00:00,0.0,0.0,6.41,3.24,0.0
2023-01-31 08:10:00+00:00,150.01,10.02,7.02,3.31,0.0
2023-01-31 09:10:00+00:00,325.01,19.37,9.0,2.9,0.0
2023-01-31 10:10:00+00:00,469.01,27.0,11.73,2.9,0.0
2023-01-31 11:10:00+00:00,565.01,32.2,13.36,2.62,0.0
2023-01-31 12:10:00+00:00,598.01,34.25,14.49,1.31,0.0
2023-01-31 13:10:00+00:00,575.01,32.8,15.2,1.03,0.0
2023-01-31 14:10:00+00:00,493.01,28.1,15.58,1.86,0.0
2023-01-31 15:10:00+00:00,351.01,20.83,15.47,2.55,0.0
2023-01-31 16:10:00+00:00,179.01,11.74,15.03,2.9,0.0
2023-01-31 17:10:00+00:00,0.0,0.0,14.05,2.83,0.0
2023-01-31 18:10:00+00:00,0.0,0.0,12.55,2.0,0.0
2023-01-31 19:10:00+00:00,0.0,0.0,11.5,1.59,0.0
2023-01-31 20:10:00+00:00,0.0,0.0,11.03,1.52,0.0
2023-01-31 21:10:00+00:00,0.0,0.0,10.54,1.86,0.0
2023-01-31 22:10:00+00:00,0.0,0.0,9.65,2.34,0.0
2023-01-31 23:10:00+00:00,0.0,0.0,9.37,2.14,0.0
