datetime_clean,demanda_ree_kwh,generacion_total_ree_kwh,renovables_ree_kwh,solar_esios_kwh,eolica_esios_kwh,consumo_casa_datadis_kwh,pvgis_meteo_var_0,pvgis_meteo_var_1,tmed,prec,tmin,tmax,sol,hrMedia,pvgis_prod_media_diaria_kwh,pvgis_prod_media_mensual_kwh
2020-01-01 00:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-01 01:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-01 02:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-01 03:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-01 04:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-01 05:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-01 06:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-01 07:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-01 08:10:00,,,,,,,,100.01,,,,,,,2.0,62.12
2020-01-01 09:10:00,,,,,,,,257.01,,,,,,,2.0,62.12
2020-01-01 10:10:00,,,,,,,,390.01,,,,,,,2.0,62.12
2020-01-01 11:10:00,,,,,,,,466.01,,,,,,,2.0,62.12
2020-01-01 12:10:00,,,,,,,,495.01,,,,,,,2.0,62.12
2020-01-01 13:10:00,,,,,,,,456.01,,,,,,,2.0,62.12
2020-01-01 14:10:00,,,,,,,,369.01,,,,,,,2.0,62.12
2020-01-01 15:10:00,,,,,,,,232.01,,,,,,,2.0,62.12
2020-01-01 16:10:00,,,,,,,,76.01,,,,,,,2.0,62.12
2020-01-01 17:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-01 18:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-01 19:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-01 20:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-01 21:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-01 22:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-01 23:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-02 00:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-02 01:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-02 02:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-02 03:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-02 04:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-02 05:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-02 06:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-02 07:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-02 08:10:00,,,,,,,,59.0,,,,,,,2.0,62.12
2020-01-02 09:10:00,,,,,,,,133.0,,,,,,,2.0,62.12
2020-01-02 10:10:00,,,,,,,,191.0,,,,,,,2.0,62.12
2020-01-02 11:10:00,,,,,,,,279.0,,,,,,,2.0,62.12
2020-01-02 12:10:00,,,,,,,,285.0,,,,,,,2.0,62.12
2020-01-02 13:10:00,,,,,,,,276.0,,,,,,,2.0,62.12
2020-01-02 14:10:00,,,,,,,,186.0,,,,,,,2.0,62.12
2020-01-02 15:10:00,,,,,,,,187.0,,,,,,,2.0,62.12
2020-01-02 16:10:00,,,,,,,,77.01,,,,,,,2.0,62.12
2020-01-02 17:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-02 18:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-02 19:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-02 20:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-02 21:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-02 22:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-02 23:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-03 00:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-03 01:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-03 02:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-03 03:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-03 04:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-03 05:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-03 06:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-03 07:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-03 08:10:00,,,,,,,,97.01,,,,,,,2.0,62.12
2020-01-03 09:10:00,,,,,,,,255.01,,,,,,,2.0,62.12
2020-01-03 10:10:00,,,,,,,,386.01,,,,,,,2.0,62.12
2020-01-03 11:10:00,,,,,,,,467.01,,,,,,,2.0,62.12
2020-01-03 12:10:00,,,,,,,,490.01,,,,,,,2.0,62.12
2020-01-03 13:10:00,,,,,,,,456.01,,,,,,,2.0,62.12
2020-01-03 14:10:00,,,,,,,,362.01,,,,,,,2.0,62.12
2020-01-03 15:10:00,,,,,,,,197.01,,,,,,,2.0,62.12
2020-01-03 16:10:00,,,,,,,,77.01,,,,,,,2.0,62.12
2020-01-03 17:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-03 18:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-03 19:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-03 20:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-03 21:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-03 22:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-03 23:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-04 00:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-04 01:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-04 02:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-04 03:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-04 04:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-04 05:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-04 06:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-04 07:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-04 08:10:00,,,,,,,,99.01,,,,,,,2.0,62.12
2020-01-04 09:10:00,,,,,,,,253.01,,,,,,,2.0,62.12
2020-01-04 10:10:00,,,,,,,,382.01,,,,,,,2.0,62.12
2020-01-04 11:10:00,,,,,,,,465.01,,,,,,,2.0,62.12
2020-01-04 12:10:00,,,,,,,,488.01,,,,,,,2.0,62.12
2020-01-04 13:10:00,,,,,,,,458.01,,,,,,,2.0,62.12
2020-01-04 14:10:00,,,,,,,,366.01,,,,,,,2.0,62.12
2020-01-04 15:10:00,,,,,,,,235.01,,,,,,,2.0,62.12
2020-01-04 16:10:00,,,,,,,,79.01,,,,,,,2.0,62.12
2020-01-04 17:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-04 18:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-04 19:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-04 20:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-04 21:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-04 22:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-04 23:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-05 00:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-05 01:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-05 02:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-05 03:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-05 04:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-05 05:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-05 06:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-05 07:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-05 08:10:00,,,,,,,,102.01,,,,,,,2.0,62.12
2020-01-05 09:10:00,,,,,,,,259.01,,,,,,,2.0,62.12
2020-01-05 10:10:00,,,,,,,,391.01,,,,,,,2.0,62.12
2020-01-05 11:10:00,,,,,,,,476.01,,,,,,,2.0,62.12
2020-01-05 12:10:00,,,,,,,,505.02,,,,,,,2.0,62.12
2020-01-05 13:10:00,,,,,,,,467.01,,,,,,,2.0,62.12
2020-01-05 14:10:00,,,,,,,,380.01,,,,,,,2.0,62.12
2020-01-05 15:10:00,,,,,,,,246.01,,,,,,,2.0,62.12
2020-01-05 16:10:00,,,,,,,,88.01,,,,,,,2.0,62.12
2020-01-05 17:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-05 18:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-05 19:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-05 20:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-05 21:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-05 22:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-05 23:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-06 00:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-06 01:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-06 02:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-06 03:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-06 04:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-06 05:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-06 06:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-06 07:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-06 08:10:00,,,,,,,,101.01,,,,,,,2.0,62.12
2020-01-06 09:10:00,,,,,,,,248.01,,,,,,,2.0,62.12
2020-01-06 10:10:00,,,,,,,,389.01,,,,,,,2.0,62.12
2020-01-06 11:10:00,,,,,,,,469.01,,,,,,,2.0,62.12
2020-01-06 12:10:00,,,,,,,,498.01,,,,,,,2.0,62.12
2020-01-06 13:10:00,,,,,,,,469.01,,,,,,,2.0,62.12
2020-01-06 14:10:00,,,,,,,,382.01,,,,,,,2.0,62.12
2020-01-06 15:10:00,,,,,,,,249.01,,,,,,,2.0,62.12
2020-01-06 16:10:00,,,,,,,,89.01,,,,,,,2.0,62.12
2020-01-06 17:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-06 18:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-06 19:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-06 20:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-06 21:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-06 22:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-06 23:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-07 00:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-07 01:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-07 02:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-07 03:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-07 04:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-07 05:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-07 06:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-07 07:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-07 08:10:00,,,,,,,,98.01,,,,,,,2.0,62.12
2020-01-07 09:10:00,,,,,,,,225.01,,,,,,,2.0,62.12
2020-01-07 10:10:00,,,,,,,,385.01,,,,,,,2.0,62.12
2020-01-07 11:10:00,,,,,,,,467.01,,,,,,,2.0,62.12
2020-01-07 12:10:00,,,,,,,,496.01,,,,,,,2.0,62.12
2020-01-07 13:10:00,,,,,,,,464.01,,,,,,,2.0,62.12
2020-01-07 14:10:00,,,,,,,,377.01,,,,,,,2.0,62.12
2020-01-07 15:10:00,,,,,,,,244.01,,,,,,,2.0,62.12
2020-01-07 16:10:00,,,,,,,,88.01,,,,,,,2.0,62.12
2020-01-07 17:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-07 18:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-07 19:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-07 20:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-07 21:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-07 22:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-07 23:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-08 00:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-08 01:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-08 02:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-08 03:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-08 04:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-08 05:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-08 06:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-08 07:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-08 08:10:00,,,,,,,,99.01,,,,,,,2.0,62.12
2020-01-08 09:10:00,,,,,,,,254.01,,,,,,,2.0,62.12
2020-01-08 10:10:00,,,,,,,,383.01,,,,,,,2.0,62.12
2020-01-08 11:10:00,,,,,,,,455.01,,,,,,,2.0,62.12
2020-01-08 12:10:00,,,,,,,,476.01,,,,,,,2.0,62.12
2020-01-08 13:10:00,,,,,,,,361.01,,,,,,,2.0,62.12
2020-01-08 14:10:00,,,,,,,,363.01,,,,,,,2.0,62.12
2020-01-08 15:10:00,,,,,,,,238.01,,,,,,,2.0,62.12
2020-01-08 16:10:00,,,,,,,,89.01,,,,,,,2.0,62.12
2020-01-08 17:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-08 18:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-08 19:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-08 20:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-08 21:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-08 22:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-08 23:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-09 00:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-09 01:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-09 02:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-09 03:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-09 04:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-09 05:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-09 06:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-09 07:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-09 08:10:00,,,,,,,,102.01,,,,,,,2.0,62.12
2020-01-09 09:10:00,,,,,,,,259.01,,,,,,,2.0,62.12
2020-01-09 10:10:00,,,,,,,,388.01,,,,,,,2.0,62.12
2020-01-09 11:10:00,,,,,,,,477.01,,,,,,,2.0,62.12
2020-01-09 12:10:00,,,,,,,,510.01,,,,,,,2.0,62.12
2020-01-09 13:10:00,,,,,,,,473.01,,,,,,,2.0,62.12
2020-01-09 14:10:00,,,,,,,,386.01,,,,,,,2.0,62.12
2020-01-09 15:10:00,,,,,,,,253.01,,,,,,,2.0,62.12
2020-01-09 16:10:00,,,,,,,,96.01,,,,,,,2.0,62.12
2020-01-09 17:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-09 18:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-09 19:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-09 20:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-09 21:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-09 22:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-09 23:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-10 00:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-10 01:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-10 02:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-10 03:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-10 04:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-10 05:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-10 06:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-10 07:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-10 08:10:00,,,,,,,,99.01,,,,,,,2.0,62.12
2020-01-10 09:10:00,,,,,,,,182.0,,,,,,,2.0,62.12
2020-01-10 10:10:00,,,,,,,,68.0,,,,,,,2.0,62.12
2020-01-10 11:10:00,,,,,,,,233.0,,,,,,,2.0,62.12
2020-01-10 12:10:00,,,,,,,,425.01,,,,,,,2.0,62.12
2020-01-10 13:10:00,,,,,,,,399.01,,,,,,,2.0,62.12
2020-01-10 14:10:00,,,,,,,,383.01,,,,,,,2.0,62.12
2020-01-10 15:10:00,,,,,,,,212.01,,,,,,,2.0,62.12
2020-01-10 16:10:00,,,,,,,,93.01,,,,,,,2.0,62.12
2020-01-10 17:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-10 18:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-10 19:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-10 20:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-10 21:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-10 22:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-10 23:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-11 00:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-11 01:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-11 02:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-11 03:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-11 04:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-11 05:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-11 06:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-11 07:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-11 08:10:00,,,,,,,,107.01,,,,,,,2.0,62.12
2020-01-11 09:10:00,,,,,,,,266.01,,,,,,,2.0,62.12
2020-01-11 10:10:00,,,,,,,,397.01,,,,,,,2.0,62.12
2020-01-11 11:10:00,,,,,,,,487.01,,,,,,,2.0,62.12
2020-01-11 12:10:00,,,,,,,,519.02,,,,,,,2.0,62.12
2020-01-11 13:10:00,,,,,,,,483.01,,,,,,,2.0,62.12
2020-01-11 14:10:00,,,,,,,,389.01,,,,,,,2.0,62.12
2020-01-11 15:10:00,,,,,,,,266.01,,,,,,,2.0,62.12
2020-01-11 16:10:00,,,,,,,,104.01,,,,,,,2.0,62.12
2020-01-11 17:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-11 18:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-11 19:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-11 20:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-11 21:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-11 22:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-11 23:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-12 00:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-12 01:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-12 02:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-12 03:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-12 04:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-12 05:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-12 06:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-12 07:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-12 08:10:00,,,,,,,,110.01,,,,,,,2.0,62.12
2020-01-12 09:10:00,,,,,,,,273.01,,,,,,,2.0,62.12
2020-01-12 10:10:00,,,,,,,,405.01,,,,,,,2.0,62.12
2020-01-12 11:10:00,,,,,,,,497.01,,,,,,,2.0,62.12
2020-01-12 12:10:00,,,,,,,,524.02,,,,,,,2.0,62.12
2020-01-12 13:10:00,,,,,,,,494.01,,,,,,,2.0,62.12
2020-01-12 14:10:00,,,,,,,,406.01,,,,,,,2.0,62.12
2020-01-12 15:10:00,,,,,,,,273.01,,,,,,,2.0,62.12
2020-01-12 16:10:00,,,,,,,,109.01,,,,,,,2.0,62.12
2020-01-12 17:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-12 18:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-12 19:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-12 20:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-12 21:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-12 22:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-12 23:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-13 00:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-13 01:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-13 02:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-13 03:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-13 04:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-13 05:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-13 06:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-13 07:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-13 08:10:00,,,,,,,,112.01,,,,,,,2.0,62.12
2020-01-13 09:10:00,,,,,,,,276.01,,,,,,,2.0,62.12
2020-01-13 10:10:00,,,,,,,,409.01,,,,,,,2.0,62.12
2020-01-13 11:10:00,,,,,,,,499.01,,,,,,,2.0,62.12
2020-01-13 12:10:00,,,,,,,,527.01,,,,,,,2.0,62.12
2020-01-13 13:10:00,,,,,,,,494.01,,,,,,,2.0,62.12
2020-01-13 14:10:00,,,,,,,,350.01,,,,,,,2.0,62.12
2020-01-13 15:10:00,,,,,,,,261.01,,,,,,,2.0,62.12
2020-01-13 16:10:00,,,,,,,,110.01,,,,,,,2.0,62.12
2020-01-13 17:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-13 18:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-13 19:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-13 20:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-13 21:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-13 22:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-13 23:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-14 00:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-14 01:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-14 02:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-14 03:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-14 04:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-14 05:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-14 06:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-14 07:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-14 08:10:00,,,,,,,,114.01,,,,,,,2.0,62.12
2020-01-14 09:10:00,,,,,,,,280.01,,,,,,,2.0,62.12
2020-01-14 10:10:00,,,,,,,,415.01,,,,,,,2.0,62.12
2020-01-14 11:10:00,,,,,,,,503.01,,,,,,,2.0,62.12
2020-01-14 12:10:00,,,,,,,,531.01,,,,,,,2.0,62.12
2020-01-14 13:10:00,,,,,,,,501.01,,,,,,,2.0,62.12
2020-01-14 14:10:00,,,,,,,,418.01,,,,,,,2.0,62.12
2020-01-14 15:10:00,,,,,,,,279.01,,,,,,,2.0,62.12
2020-01-14 16:10:00,,,,,,,,118.01,,,,,,,2.0,62.12
2020-01-14 17:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-14 18:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-14 19:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-14 20:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-14 21:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-14 22:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-14 23:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-15 00:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-15 01:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-15 02:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-15 03:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-15 04:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-15 05:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-15 06:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-15 07:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-15 08:10:00,,,,,,,,102.01,,,,,,,2.0,62.12
2020-01-15 09:10:00,,,,,,,,184.0,,,,,,,2.0,62.12
2020-01-15 10:10:00,,,,,,,,403.01,,,,,,,2.0,62.12
2020-01-15 11:10:00,,,,,,,,449.01,,,,,,,2.0,62.12
2020-01-15 12:10:00,,,,,,,,423.01,,,,,,,2.0,62.12
2020-01-15 13:10:00,,,,,,,,434.01,,,,,,,2.0,62.12
2020-01-15 14:10:00,,,,,,,,301.0,,,,,,,2.0,62.12
2020-01-15 15:10:00,,,,,,,,256.01,,,,,,,2.0,62.12
2020-01-15 16:10:00,,,,,,,,117.01,,,,,,,2.0,62.12
2020-01-15 17:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-15 18:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-15 19:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-15 20:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-15 21:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-15 22:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-15 23:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-16 00:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-16 01:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-16 02:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
2020-01-16 03:10:00,,,,,,,,0.0,,,,,,,2.0,62.12
